ID,Language_ID,Parameter_ID,Value,Code_ID,Comment,Source
abrahammonpa-MonpaTomko-CommonSubstringInFearAndSurprise,abrahammonpa-MonpaTomko,CommonSubstringInFearAndSurprise,?,CommonSubstringInFearAndSurprise-None,,
abrahammonpa-MonpaTomko-CommonSubstringInBoyAndGirl,abrahammonpa-MonpaTomko,CommonSubstringInBoyAndGirl,?,CommonSubstringInBoyAndGirl-None,,
abrahammonpa-MonpaTomko-EyeInTear,abrahammonpa-MonpaTomko,EyeInTear,?,EyeInTear-None,,
abrahammonpa-MonpaTomko-BowInElbow,abrahammonpa-MonpaTomko,BowInElbow,False,BowInElbow-False,,
abrahammonpa-MonpaTomko-CornerInElbow,abrahammonpa-MonpaTomko,CornerInElbow,?,CornerInElbow-None,,
abrahammonpa-MonpaTomko-WaterInTear,abrahammonpa-MonpaTomko,WaterInTear,?,WaterInTear-None,,
abrahammonpa-MonpaTomko-TreeInBark,abrahammonpa-MonpaTomko,TreeInBark,?,TreeInBark-None,,
abrahammonpa-MonpaTomko-SkinInBark,abrahammonpa-MonpaTomko,SkinInBark,?,SkinInBark-None,,
abrahammonpa-MonpaTomko-MouthInLip,abrahammonpa-MonpaTomko,MouthInLip,?,MouthInLip-None,,
abrahammonpa-MonpaTomko-SkinInLip,abrahammonpa-MonpaTomko,SkinInLip,?,SkinInLip-None,,
abrahammonpa-MonpaTomko-HandInFinger,abrahammonpa-MonpaTomko,HandInFinger,True,HandInFinger-True,,
abrahammonpa-MonpaTomko-FootInToe,abrahammonpa-MonpaTomko,FootInToe,?,FootInToe-None,,
abrahammonpa-MonpaTomko-ThreeInEight,abrahammonpa-MonpaTomko,ThreeInEight,False,ThreeInEight-False,,
abrahammonpa-MonpaTomko-ThreeInThirteen,abrahammonpa-MonpaTomko,ThreeInThirteen,?,ThreeInThirteen-None,,
abrahammonpa-MonpaTomko-FingerAndToe,abrahammonpa-MonpaTomko,FingerAndToe,?,FingerAndToe-None,,
abrahammonpa-MonpaTomko-HairAndFeather,abrahammonpa-MonpaTomko,HairAndFeather,?,HairAndFeather-None,,
abrahammonpa-MonpaTomko-HearAndSmell,abrahammonpa-MonpaTomko,HearAndSmell,?,HearAndSmell-None,,
abrahammonpa-MonpaNamsu-concepts,abrahammonpa-MonpaNamsu,concepts,301,,,
abrahammonpa-MonpaNamsu-forms,abrahammonpa-MonpaNamsu,forms,312,,,
abrahammonpa-MonpaNamsu-senses,abrahammonpa-MonpaNamsu,senses,303,,,
abrahammonpa-MonpaNamsu-LegAndFoot,abrahammonpa-MonpaNamsu,LegAndFoot,?,LegAndFoot-None,,
abrahammonpa-MonpaNamsu-ArmAndHand,abrahammonpa-MonpaNamsu,ArmAndHand,?,ArmAndHand-None,,
abrahammonpa-MonpaNamsu-BarkAndSkin,abrahammonpa-MonpaNamsu,BarkAndSkin,?,BarkAndSkin-None,,
abrahammonpa-MonpaNamsu-FingerAndHand,abrahammonpa-MonpaNamsu,FingerAndHand,False,FingerAndHand-False,,
abrahammonpa-MonpaNamsu-GreenAndBlue,abrahammonpa-MonpaNamsu,GreenAndBlue,?,GreenAndBlue-None,,
abrahammonpa-MonpaNamsu-RedAndYellow,abrahammonpa-MonpaNamsu,RedAndYellow,False,RedAndYellow-False,,
abrahammonpa-MonpaNamsu-ToeAndFoot,abrahammonpa-MonpaNamsu,ToeAndFoot,?,ToeAndFoot-None,,
abrahammonpa-MonpaNamsu-SeeAndKnow,abrahammonpa-MonpaNamsu,SeeAndKnow,False,SeeAndKnow-False,,
abrahammonpa-MonpaNamsu-SeeAndUnderstand,abrahammonpa-MonpaNamsu,SeeAndUnderstand,?,SeeAndUnderstand-None,,
abrahammonpa-MonpaNamsu-ElbowAndKnee,abrahammonpa-MonpaNamsu,ElbowAndKnee,False,ElbowAndKnee-False,,
abrahammonpa-MonpaNamsu-FearAndSurprise,abrahammonpa-MonpaNamsu,FearAndSurprise,?,FearAndSurprise-None,,
abrahammonpa-MonpaNamsu-CommonSubstringInElbowAndKnee,abrahammonpa-MonpaNamsu,CommonSubstringInElbowAndKnee,False,CommonSubstringInElbowAndKnee-False,,
abrahammonpa-MonpaNamsu-CommonSubstringInManAndWoman,abrahammonpa-MonpaNamsu,CommonSubstringInManAndWoman,False,CommonSubstringInManAndWoman-False,,
abrahammonpa-MonpaNamsu-CommonSubstringInFearAndSurprise,abrahammonpa-MonpaNamsu,CommonSubstringInFearAndSurprise,?,CommonSubstringInFearAndSurprise-None,,
abrahammonpa-MonpaNamsu-CommonSubstringInBoyAndGirl,abrahammonpa-MonpaNamsu,CommonSubstringInBoyAndGirl,?,CommonSubstringInBoyAndGirl-None,,
abrahammonpa-MonpaNamsu-EyeInTear,abrahammonpa-MonpaNamsu,EyeInTear,?,EyeInTear-None,,
abrahammonpa-MonpaNamsu-BowInElbow,abrahammonpa-MonpaNamsu,BowInElbow,False,BowInElbow-False,,
abrahammonpa-MonpaNamsu-CornerInElbow,abrahammonpa-MonpaNamsu,CornerInElbow,?,CornerInElbow-None,,
abrahammonpa-MonpaNamsu-WaterInTear,abrahammonpa-MonpaNamsu,WaterInTear,?,WaterInTear-None,,
abrahammonpa-MonpaNamsu-TreeInBark,abrahammonpa-MonpaNamsu,TreeInBark,?,TreeInBark-None,,
abrahammonpa-MonpaNamsu-SkinInBark,abrahammonpa-MonpaNamsu,SkinInBark,?,SkinInBark-None,,
abrahammonpa-MonpaNamsu-MouthInLip,abrahammonpa-MonpaNamsu,MouthInLip,?,MouthInLip-None,,
abrahammonpa-MonpaNamsu-SkinInLip,abrahammonpa-MonpaNamsu,SkinInLip,?,SkinInLip-None,,
abrahammonpa-MonpaNamsu-HandInFinger,abrahammonpa-MonpaNamsu,HandInFinger,False,HandInFinger-False,,
abrahammonpa-MonpaNamsu-FootInToe,abrahammonpa-MonpaNamsu,FootInToe,?,FootInToe-None,,
abrahammonpa-MonpaNamsu-ThreeInEight,abrahammonpa-MonpaNamsu,ThreeInEight,False,ThreeInEight-False,,
abrahammonpa-MonpaNamsu-ThreeInThirteen,abrahammonpa-MonpaNamsu,ThreeInThirteen,?,ThreeInThirteen-None,,
abrahammonpa-MonpaNamsu-FingerAndToe,abrahammonpa-MonpaNamsu,FingerAndToe,?,FingerAndToe-None,,
abrahammonpa-MonpaNamsu-HairAndFeather,abrahammonpa-MonpaNamsu,HairAndFeather,?,HairAndFeather-None,,
abrahammonpa-MonpaNamsu-HearAndSmell,abrahammonpa-MonpaNamsu,HearAndSmell,?,HearAndSmell-None,,
abrahammonpa-MonpaTembang-concepts,abrahammonpa-MonpaTembang,concepts,297,,,
abrahammonpa-MonpaTembang-forms,abrahammonpa-MonpaTembang,forms,308,,,
abrahammonpa-MonpaTembang-senses,abrahammonpa-MonpaTembang,senses,299,,,
abrahammonpa-MonpaTembang-LegAndFoot,abrahammonpa-MonpaTembang,LegAndFoot,?,LegAndFoot-None,,
abrahammonpa-MonpaTembang-ArmAndHand,abrahammonpa-MonpaTembang,ArmAndHand,?,ArmAndHand-None,,
abrahammonpa-MonpaTembang-BarkAndSkin,abrahammonpa-MonpaTembang,BarkAndSkin,?,BarkAndSkin-None,,
abrahammonpa-MonpaTembang-FingerAndHand,abrahammonpa-MonpaTembang,FingerAndHand,False,FingerAndHand-False,,
abrahammonpa-MonpaTembang-GreenAndBlue,abrahammonpa-MonpaTembang,GreenAndBlue,?,GreenAndBlue-None,,
abrahammonpa-MonpaTembang-RedAndYellow,abrahammonpa-MonpaTembang,RedAndYellow,False,RedAndYellow-False,,
abrahammonpa-MonpaTembang-ToeAndFoot,abrahammonpa-MonpaTembang,ToeAndFoot,?,ToeAndFoot-None,,
abrahammonpa-MonpaTembang-SeeAndKnow,abrahammonpa-MonpaTembang,SeeAndKnow,False,SeeAndKnow-False,,
abrahammonpa-MonpaTembang-SeeAndUnderstand,abrahammonpa-MonpaTembang,SeeAndUnderstand,?,SeeAndUnderstand-None,,
abrahammonpa-MonpaTembang-ElbowAndKnee,abrahammonpa-MonpaTembang,ElbowAndKnee,False,ElbowAndKnee-False,,
abrahammonpa-MonpaTembang-FearAndSurprise,abrahammonpa-MonpaTembang,FearAndSurprise,?,FearAndSurprise-None,,
abrahammonpa-MonpaTembang-CommonSubstringInElbowAndKnee,abrahammonpa-MonpaTembang,CommonSubstringInElbowAndKnee,False,CommonSubstringInElbowAndKnee-False,,
abrahammonpa-MonpaTembang-CommonSubstringInManAndWoman,abrahammonpa-MonpaTembang,CommonSubstringInManAndWoman,False,CommonSubstringInManAndWoman-False,,
abrahammonpa-MonpaTembang-CommonSubstringInFearAndSurprise,abrahammonpa-MonpaTembang,CommonSubstringInFearAndSurprise,?,CommonSubstringInFearAndSurprise-None,,
abrahammonpa-MonpaTembang-CommonSubstringInBoyAndGirl,abrahammonpa-MonpaTembang,CommonSubstringInBoyAndGirl,?,CommonSubstringInBoyAndGirl-None,,
abrahammonpa-MonpaTembang-EyeInTear,abrahammonpa-MonpaTembang,EyeInTear,?,EyeInTear-None,,
abrahammonpa-MonpaTembang-BowInElbow,abrahammonpa-MonpaTembang,BowInElbow,False,BowInElbow-False,,
abrahammonpa-MonpaTembang-CornerInElbow,abrahammonpa-MonpaTembang,CornerInElbow,?,CornerInElbow-None,,
abrahammonpa-MonpaTembang-WaterInTear,abrahammonpa-MonpaTembang,WaterInTear,?,WaterInTear-None,,
abrahammonpa-MonpaTembang-TreeInBark,abrahammonpa-MonpaTembang,TreeInBark,?,TreeInBark-None,,
abrahammonpa-MonpaTembang-SkinInBark,abrahammonpa-MonpaTembang,SkinInBark,?,SkinInBark-None,,
abrahammonpa-MonpaTembang-MouthInLip,abrahammonpa-MonpaTembang,MouthInLip,?,MouthInLip-None,,
abrahammonpa-MonpaTembang-SkinInLip,abrahammonpa-MonpaTembang,SkinInLip,?,SkinInLip-None,,
abrahammonpa-MonpaTembang-HandInFinger,abrahammonpa-MonpaTembang,HandInFinger,False,HandInFinger-False,,
abrahammonpa-MonpaTembang-FootInToe,abrahammonpa-MonpaTembang,FootInToe,?,FootInToe-None,,
abrahammonpa-MonpaTembang-ThreeInEight,abrahammonpa-MonpaTembang,ThreeInEight,False,ThreeInEight-False,,
abrahammonpa-MonpaTembang-ThreeInThirteen,abrahammonpa-MonpaTembang,ThreeInThirteen,?,ThreeInThirteen-None,,
abrahammonpa-MonpaTembang-FingerAndToe,abrahammonpa-MonpaTembang,FingerAndToe,?,FingerAndToe-None,,
abrahammonpa-MonpaTembang-HairAndFeather,abrahammonpa-MonpaTembang,HairAndFeather,?,HairAndFeather-None,,
abrahammonpa-MonpaTembang-HearAndSmell,abrahammonpa-MonpaTembang,HearAndSmell,?,HearAndSmell-None,,
abrahammonpa-MonpaDirangDum-concepts,abrahammonpa-MonpaDirangDum,concepts,292,,,
abrahammonpa-MonpaDirangDum-forms,abrahammonpa-MonpaDirangDum,forms,301,,,
abrahammonpa-MonpaDirangDum-senses,abrahammonpa-MonpaDirangDum,senses,294,,,
abrahammonpa-MonpaDirangDum-LegAndFoot,abrahammonpa-MonpaDirangDum,LegAndFoot,?,LegAndFoot-None,,
abrahammonpa-MonpaDirangDum-ArmAndHand,abrahammonpa-MonpaDirangDum,ArmAndHand,?,ArmAndHand-None,,
abrahammonpa-MonpaDirangDum-BarkAndSkin,abrahammonpa-MonpaDirangDum,BarkAndSkin,?,BarkAndSkin-None,,
abrahammonpa-MonpaDirangDum-FingerAndHand,abrahammonpa-MonpaDirangDum,FingerAndHand,False,FingerAndHand-False,,
abrahammonpa-MonpaDirangDum-GreenAndBlue,abrahammonpa-MonpaDirangDum,GreenAndBlue,?,GreenAndBlue-None,,
abrahammonpa-MonpaDirangDum-RedAndYellow,abrahammonpa-MonpaDirangDum,RedAndYellow,False,RedAndYellow-False,,
abrahammonpa-MonpaDirangDum-ToeAndFoot,abrahammonpa-MonpaDirangDum,ToeAndFoot,?,ToeAndFoot-None,,
abrahammonpa-MonpaDirangDum-SeeAndKnow,abrahammonpa-MonpaDirangDum,SeeAndKnow,False,SeeAndKnow-False,,
abrahammonpa-MonpaDirangDum-SeeAndUnderstand,abrahammonpa-MonpaDirangDum,SeeAndUnderstand,?,SeeAndUnderstand-None,,
abrahammonpa-MonpaDirangDum-ElbowAndKnee,abrahammonpa-MonpaDirangDum,ElbowAndKnee,False,ElbowAndKnee-False,,
abrahammonpa-MonpaDirangDum-FearAndSurprise,abrahammonpa-MonpaDirangDum,FearAndSurprise,?,FearAndSurprise-None,,
abrahammonpa-MonpaDirangDum-CommonSubstringInElbowAndKnee,abrahammonpa-MonpaDirangDum,CommonSubstringInElbowAndKnee,False,CommonSubstringInElbowAndKnee-False,,
abrahammonpa-MonpaDirangDum-CommonSubstringInManAndWoman,abrahammonpa-MonpaDirangDum,CommonSubstringInManAndWoman,False,CommonSubstringInManAndWoman-False,,
abrahammonpa-MonpaDirangDum-CommonSubstringInFearAndSurprise,abrahammonpa-MonpaDirangDum,CommonSubstringInFearAndSurprise,?,CommonSubstringInFearAndSurprise-None,,
abrahammonpa-MonpaDirangDum-CommonSubstringInBoyAndGirl,abrahammonpa-MonpaDirangDum,CommonSubstringInBoyAndGirl,?,CommonSubstringInBoyAndGirl-None,,
abrahammonpa-MonpaDirangDum-EyeInTear,abrahammonpa-MonpaDirangDum,EyeInTear,?,EyeInTear-None,,
abrahammonpa-MonpaDirangDum-BowInElbow,abrahammonpa-MonpaDirangDum,BowInElbow,False,BowInElbow-False,,
abrahammonpa-MonpaDirangDum-CornerInElbow,abrahammonpa-MonpaDirangDum,CornerInElbow,?,CornerInElbow-None,,
abrahammonpa-MonpaDirangDum-WaterInTear,abrahammonpa-MonpaDirangDum,WaterInTear,?,WaterInTear-None,,
abrahammonpa-MonpaDirangDum-TreeInBark,abrahammonpa-MonpaDirangDum,TreeInBark,?,TreeInBark-None,,
abrahammonpa-MonpaDirangDum-SkinInBark,abrahammonpa-MonpaDirangDum,SkinInBark,?,SkinInBark-None,,
abrahammonpa-MonpaDirangDum-MouthInLip,abrahammonpa-MonpaDirangDum,MouthInLip,?,MouthInLip-None,,
abrahammonpa-MonpaDirangDum-SkinInLip,abrahammonpa-MonpaDirangDum,SkinInLip,?,SkinInLip-None,,
abrahammonpa-MonpaDirangDum-HandInFinger,abrahammonpa-MonpaDirangDum,HandInFinger,True,HandInFinger-True,,
abrahammonpa-MonpaDirangDum-FootInToe,abrahammonpa-MonpaDirangDum,FootInToe,?,FootInToe-None,,
abrahammonpa-MonpaDirangDum-ThreeInEight,abrahammonpa-MonpaDirangDum,ThreeInEight,False,ThreeInEight-False,,
abrahammonpa-MonpaDirangDum-ThreeInThirteen,abrahammonpa-MonpaDirangDum,ThreeInThirteen,?,ThreeInThirteen-None,,
abrahammonpa-MonpaDirangDum-FingerAndToe,abrahammonpa-MonpaDirangDum,FingerAndToe,?,FingerAndToe-None,,
abrahammonpa-MonpaDirangDum-HairAndFeather,abrahammonpa-MonpaDirangDum,HairAndFeather,?,HairAndFeather-None,,
abrahammonpa-MonpaDirangDum-HearAndSmell,abrahammonpa-MonpaDirangDum,HearAndSmell,?,HearAndSmell-None,,
abrahammonpa-MonpaSangti-concepts,abrahammonpa-MonpaSangti,concepts,303,,,
abrahammonpa-MonpaSangti-forms,abrahammonpa-MonpaSangti,forms,307,,,
abrahammonpa-MonpaSangti-senses,abrahammonpa-MonpaSangti,senses,305,,,
abrahammonpa-MonpaSangti-LegAndFoot,abrahammonpa-MonpaSangti,LegAndFoot,?,LegAndFoot-None,,
abrahammonpa-MonpaSangti-ArmAndHand,abrahammonpa-MonpaSangti,ArmAndHand,?,ArmAndHand-None,,
abrahammonpa-MonpaSangti-BarkAndSkin,abrahammonpa-MonpaSangti,BarkAndSkin,?,BarkAndSkin-None,,
abrahammonpa-MonpaSangti-FingerAndHand,abrahammonpa-MonpaSangti,FingerAndHand,False,FingerAndHand-False,,
abrahammonpa-MonpaSangti-GreenAndBlue,abrahammonpa-MonpaSangti,GreenAndBlue,?,GreenAndBlue-None,,
abrahammonpa-MonpaSangti-RedAndYellow,abrahammonpa-MonpaSangti,RedAndYellow,False,RedAndYellow-False,,
abrahammonpa-MonpaSangti-ToeAndFoot,abrahammonpa-MonpaSangti,ToeAndFoot,?,ToeAndFoot-None,,
abrahammonpa-MonpaSangti-SeeAndKnow,abrahammonpa-MonpaSangti,SeeAndKnow,False,SeeAndKnow-False,,
abrahammonpa-MonpaSangti-SeeAndUnderstand,abrahammonpa-MonpaSangti,SeeAndUnderstand,?,SeeAndUnderstand-None,,
abrahammonpa-MonpaSangti-ElbowAndKnee,abrahammonpa-MonpaSangti,ElbowAndKnee,False,ElbowAndKnee-False,,
abrahammonpa-MonpaSangti-FearAndSurprise,abrahammonpa-MonpaSangti,FearAndSurprise,?,FearAndSurprise-None,,
abrahammonpa-MonpaSangti-CommonSubstringInElbowAndKnee,abrahammonpa-MonpaSangti,CommonSubstringInElbowAndKnee,False,CommonSubstringInElbowAndKnee-False,,
